"s_no","Company","TypeName","Inches","resolution_width","resolution_height","resolution_category","PPI","is_touch_screen","cpu_brand","cpu_name","cpu_speed","cpu_series","cpu_tier","Ram(Gb)","memory_type","primary_storage","secondary_storage","gpu_brand","gpu_name","OpSys","Weight(kg)","Price","price_segment"
647,"Razer","Gaming",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"SSD",256,0,"Nvidia"," GeForce GTX 1060","windows",1.95,138475.0,"premium"
648,"Toshiba","Notebook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.2,64629.0,"upper_mid_range"
649,"Lenovo","Ultrabook",12.5,1920,1080,"Full HD",176,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.36,84396.0,"premium"
650,"Asus","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 6820HK ",2.7,"Core i7","Elite",32,"SSD",512,0,"Nvidia"," GeForce GTX 1080","windows",3.8,149131.0,"premium"
651,"Acer","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7300HQ ",2.5,"Core i5","Performance",8,"HDD",1024,0,"Nvidia"," GeForce GTX 1050","linux",2.4,37776.0,"mid_range"
652,"Dell","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"SSD",256,0,"Intel"," UHD Graphics 620","windows",1.2,77251.0,"upper_mid_range"
653,"MSI","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1050 Ti","windows",2.2,63499.0,"upper_mid_range"
654,"HP","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",500,0,"Intel"," HD Graphics 520","no OS",1.86,19442.0,"budget"
655,"Toshiba","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"HDD",500,0,"Intel"," HD Graphics 620","windows",2.0,56690.0,"upper_mid_range"
656,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",8,"SSD",256,0,"AMD"," Radeon 530","windows",6.2,48964.0,"mid_range"
657,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",16,"Hybrid",256,2048,"AMD"," Radeon 530","windows",2.2,60473.0,"upper_mid_range"
658,"Lenovo","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 960","windows",3.31,63723.0,"upper_mid_range"
659,"Dell","Gaming",17.3,3840,2160,"4K",255,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",32,"Hybrid",512,1024,"Nvidia"," GeForce GTX 1070","windows",4.42,167692.0,"ultra_premium"
660,"Dell","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 6300U ",2.4,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.56,65481.0,"upper_mid_range"
661,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Celeron Dual Core N3350 ",1.1,"Celeron","Essential",4,"HDD",500,0,"Intel"," HD Graphics 500","windows",2.2,22324.0,"budget"
662,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 520","windows",2.2,28505.0,"budget"
663,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",6,"HDD",1024,0,"AMD"," Radeon R5 M430","windows",2.04,28718.0,"budget"
664,"MSI","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1060","windows",2.7,79215.0,"upper_mid_range"
665,"Toshiba","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6100U ",2.1,"Core i3","Standard",4,"SSD",128,0,"Intel"," HD Graphics 520","windows",2.1,26533.0,"budget"
667,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"HDD",1024,0,"AMD"," Radeon 530","windows",2.1,39694.0,"mid_range"
668,"Toshiba","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",2.0,67026.0,"upper_mid_range"
669,"Acer","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"SSD",128,0,"Intel"," HD Graphics 520","linux",2.1,21951.0,"budget"
670,"Microsoft","Ultrabook",13.5,2256,1504,"2K",201,1,"Intel"," Core i7 7600U ",2.8,"Core i7","Elite",8,"SSD",256,0,"Intel"," Iris Plus Graphics 640","windows",1.252,99519.0,"premium"
671,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"Hybrid",128,1024,"AMD"," Radeon R5 M430","windows",1.9,43580.0,"mid_range"
672,"Lenovo","2 in 1 Convertible",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.3,55092.0,"upper_mid_range"
673,"Lenovo","Notebook",35.6,1366,768,"HD",44,0,"AMD"," E-Series E2-9000 ",2.2,"E-Series","Essential",4,"SSD",128,0,"AMD"," Radeon R2 Graphics","windows",2.2,18595.0,"budget"
674,"HP","2 in 1 Convertible",14.0,1920,1080,"Full HD",157,1,"Intel"," Core i3 7100U ",2.4,"Core i3","Standard",4,"SSD",128,0,"Nvidia"," GeForce 940MX","windows",1.63,37243.0,"mid_range"
675,"MSI","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1050","windows",2.4,68944.0,"upper_mid_range"
676,"Asus","Ultrabook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.1,60473.0,"upper_mid_range"
677,"HP","2 in 1 Convertible",11.6,1366,768,"HD",135,1,"Intel"," Celeron Dual Core N3350 ",1.1,"Celeron","Essential",8,"Flash storage",64,0,"Intel"," HD Graphics 500","other",1.4,26374.0,"budget"
678,"LG","Ultrabook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",8,"SSD",512,0,"Intel"," HD Graphics 620","windows",1.09,122491.0,"premium"
679,"Acer","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7300HQ ",2.5,"Core i5","Performance",16,"SSD",256,0,"Nvidia"," GeForce GTX 1050 Ti","windows",2.5,69211.0,"upper_mid_range"
680,"MSI","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7300HQ ",2.5,"Core i5","Performance",8,"SSD",256,0,"Nvidia"," GeForce GTX 1050","windows",2.2,53168.0,"upper_mid_range"
681,"Asus","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Celeron Dual Core N3350 ",1.1,"Celeron","Essential",4,"SSD",128,0,"Intel"," HD Graphics 500","windows",1.86,22324.0,"budget"
682,"Dell","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7300HQ ",2.5,"Core i5","Performance",16,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1060","windows",3.21,109277.0,"premium"
683,"HP","Notebook",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"SSD",256,0,"AMD"," Radeon R5 520","windows",2.5,37243.0,"mid_range"
684,"Lenovo","2 in 1 Convertible",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",8,"SSD",512,0,"Intel"," UHD Graphics 620","windows",1.19,79867.0,"upper_mid_range"
685,"Dell","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7820HK ",2.9,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1070","windows",3.49,149917.0,"premium"
686,"HP","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"HDD",500,0,"AMD"," Radeon 520","windows",1.86,32640.0,"mid_range"
687,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",1024,0,"AMD"," Radeon R5 M430","windows",2.2,29073.0,"budget"
688,"HP","Notebook",17.3,1920,1080,"Full HD",127,0,"AMD"," A10-Series 9600P ",2.4,"A10","Standard",6,"HDD",2048,0,"AMD"," Radeon R7 M440","windows",2.65,30316.0,"budget"
689,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Celeron Dual Core 3855U ",1.6,"Celeron","Essential",4,"HDD",500,0,"Intel"," HD Graphics 510","windows",2.1,16943.0,"budget"
690,"Acer","Notebook",14.0,1366,768,"HD",112,0,"Intel"," Celeron Dual Core 3855U ",1.6,"Celeron","Essential",4,"Flash storage",32,0,"Intel"," HD Graphics 510","other",1.45,19980.0,"budget"
691,"Lenovo","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.7,37243.0,"mid_range"
692,"HP","Workstation",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"HDD",500,0,"Nvidia"," Quadro M1200","windows",3.14,101658.0,"premium"
693,"Lenovo","2 in 1 Convertible",14.0,2560,1440,"2K",210,1,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.42,137995.0,"premium"
694,"Toshiba","Notebook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.5,51841.0,"mid_range"
695,"Acer","Netbook",11.6,1366,768,"HD",135,0,"Intel"," Celeron Dual Core N3050 ",1.6,"Celeron","Essential",4,"Flash storage",32,0,"Intel"," HD Graphics","windows",1.4,14332.0,"budget"
696,"Lenovo","2 in 1 Convertible",14.0,1920,1080,"Full HD",157,1,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",16,"SSD",512,0,"Intel"," HD Graphics 620","windows",1.38,93187.0,"premium"
697,"Asus","2 in 1 Convertible",12.5,1920,1080,"Full HD",176,1,"Intel"," Core M M3-6Y30 ",0.9,"Other","Uncategorized",4,"Flash storage",64,0,"Intel"," HD Graphics 515","other",1.2,35644.0,"mid_range"
698,"Toshiba","Ultrabook",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",16,"SSD",512,0,"Intel"," HD Graphics 520","windows",1.36,100007.0,"premium"
700,"Dell","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7300HQ ",2.5,"Core i5","Performance",8,"HDD",1024,0,"Nvidia"," GeForce GTX 1050","windows",2.56,43636.0,"mid_range"
701,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"AMD"," A9-Series 9420 ",2.9,"A9","Standard",4,"SSD",256,0,"AMD"," Radeon 530","windows",2.2,21259.0,"budget"
702,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"AMD"," A12-Series 9720P ",3.6,"A12","Standard",8,"HDD",1024,0,"AMD"," Radeon R7","windows",2.2,22857.0,"budget"
703,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"Hybrid",1024,1024,"Intel"," HD Graphics 620","windows",2.1,33111.0,"mid_range"
704,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",500,0,"Intel"," HD Graphics 520","no OS",1.9,23976.0,"budget"
705,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",2.18,42358.0,"mid_range"
706,"Acer","2 in 1 Convertible",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",1,"SSD",256,0,"Intel"," UHD Graphics 620","windows",1.6,53227.0,"upper_mid_range"
707,"Lenovo","Workstation",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",16,"SSD",512,0,"Nvidia"," Quadro M520M","windows",2.18,98834.0,"premium"
708,"Lenovo","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 6300HQ ",2.3,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.8,63456.0,"upper_mid_range"
709,"HP","Notebook",17.3,1920,1080,"Full HD",127,0,"AMD"," A10-Series 9620P ",2.5,"A10","Standard",6,"HDD",2048,0,"AMD"," Radeon 530","windows",2.71,34899.0,"mid_range"
710,"Lenovo","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1050 Ti","windows",2.5,66547.0,"upper_mid_range"
711,"Dell","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 7440HQ ",2.8,"Core i5","Performance",8,"SSD",256,0,"Nvidia"," GeForce 930MX","linux",1.64,58022.0,"upper_mid_range"
712,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"HDD",1024,0,"Intel"," HD Graphics 620","linux",1.98,38681.0,"mid_range"
713,"Asus","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Celeron Dual Core N3350 ",1.1,"Celeron","Essential",4,"Flash storage",32,0,"Intel"," HD Graphics 500","windows",1.5,15877.0,"budget"
714,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7300U ",2.6,"Core i5","Performance",16,"SSD",512,0,"Intel"," HD Graphics 620","windows",1.93,76012.0,"upper_mid_range"
715,"Lenovo","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Nvidia"," GeForce 920MX","windows",1.87,45665.0,"mid_range"
716,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7300U ",2.6,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.9,62817.0,"upper_mid_range"
717,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"AMD"," A6-Series 7310 ",2.0,"A6","Standard",4,"HDD",500,0,"AMD"," Radeon R4","windows",2.19,15877.0,"budget"
718,"Mediacom","Notebook",14.0,1920,1200,"Full HD",162,0,"Intel"," Atom Z8350 ",1.92,"Atom","Essential",4,"HDD",32,0,"Intel"," HD Graphics 400","windows",1.4,14119.0,"budget"
719,"HP","Notebook",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",256,0,"Nvidia"," GeForce 930MX","windows",2.63,63936.0,"upper_mid_range"
720,"Lenovo","Ultrabook",14.0,2560,1440,"2K",210,0,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",64,"SSD",512,0,"Intel"," HD Graphics 520","windows",1.17,89864.0,"premium"
721,"HP","2 in 1 Convertible",13.3,1366,768,"HD",118,1,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.58,44574.0,"mid_range"
722,"Lenovo","Ultrabook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.32,79867.0,"upper_mid_range"
723,"Dell","Gaming",17.3,3840,2160,"4K",255,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",32,"Hybrid",1024,1024,"Nvidia"," GeForce GTX 1070","windows",4.36,194973.0,"ultra_premium"
724,"MSI","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1050 Ti","windows",2.7,71847.0,"upper_mid_range"
725,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"HDD",1024,0,"Intel"," HD Graphics 620","no OS",1.9,26102.0,"budget"
727,"Dell","2 in 1 Convertible",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i3 7100U ",2.4,"Core i3","Standard",4,"HDD",1024,0,"Intel"," HD Graphics 620","windows",1.71,34579.0,"mid_range"
728,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"HDD",1024,0,"AMD"," Radeon R7 M445","linux",2.32,31410.0,"budget"
729,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"AMD"," A9-Series 9420 ",3.0,"A9","Standard",4,"HDD",1024,0,"AMD"," Radeon 520","windows",2.1,26054.0,"budget"
730,"Acer","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",16,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1060","windows",4.2,103097.0,"premium"
731,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",12,"HDD",1024,0,"Intel"," HD Graphics 620","windows",2.25,34579.0,"mid_range"
732,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"AMD"," A9-Series A9-9420 ",3.0,"A9","Standard",6,"Hybrid",128,1024,"AMD"," Radeon 520","windows",2.1,34632.0,"mid_range"
733,"Acer","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 620","windows",2.4,29784.0,"budget"
734,"Lenovo","Notebook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.44,51149.0,"mid_range"
735,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",4,"HDD",1024,0,"Intel"," HD Graphics 620","windows",1.85,41505.0,"mid_range"
736,"HP","Workstation",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"SSD",256,0,"Nvidia"," Quadro M2200","windows",2.6,128884.0,"premium"
737,"Dell","2 in 1 Convertible",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"HDD",1024,0,"Intel"," UHD Graphics 620","windows",1.55,35112.0,"mid_range"
738,"MSI","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1060","windows",1.8,111594.0,"premium"
739,"Acer","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",500,0,"Intel"," HD Graphics 520","windows",2.4,21887.0,"budget"
740,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"Hybrid",128,1024,"Nvidia"," GeForce 940MX","windows",2.0,64309.0,"upper_mid_range"
741,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",2.0,35431.0,"mid_range"
742,"Toshiba","Notebook",14.0,1920,1080,"Full HD",157,1,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.25,81785.0,"premium"
743,"Lenovo","2 in 1 Convertible",14.0,1920,1080,"Full HD",157,1,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.7,53227.0,"upper_mid_range"
744,"Lenovo","Workstation",15.6,3840,2160,"4K",282,0,"Intel"," Core i7 7600U ",2.8,"Core i7","Elite",16,"SSD",1024,0,"Nvidia"," Quadro M520M","windows",2.5,175771.0,"ultra_premium"
745,"Acer","Notebook",14.0,1366,768,"HD",112,0,"Intel"," Celeron Dual Core N3060 ",1.6,"Celeron","Essential",2,"Flash storage",32,0,"Intel"," HD Graphics 400","other",1.68,17582.0,"budget"
746,"Samsung","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",16,"SSD",256,0,"Intel"," HD Graphics 620","windows",0.81,87859.0,"premium"
748,"Dell","Notebook",14.0,1366,768,"HD",112,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.6,60031.0,"upper_mid_range"
749,"HP","Workstation",17.3,1920,1080,"Full HD",127,0,"Intel"," Xeon E3-1535M v5 ",2.9,"Xeon","Elite",16,"SSD",256,0,"Nvidia"," Quadro M2000M","windows",3.0,233846.0,"ultra_premium"
750,"Lenovo","Netbook",11.6,1366,768,"HD",135,1,"Intel"," Celeron Dual Core N3060 ",1.6,"Celeron","Essential",4,"SSD",128,0,"Intel"," HD Graphics 400","windows",1.4,25308.0,"budget"
751,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 6300U ",2.4,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.84,101232.0,"premium"
752,"Asus","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 6300HQ ",2.3,"Core i5","Performance",4,"HDD",1024,0,"Nvidia"," GeForce GTX 950M","no OS",2.45,30849.0,"budget"
754,"Asus","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",4,"SSD",256,0,"Intel"," HD Graphics 620","windows",2.37,45283.0,"mid_range"
755,"Lenovo","2 in 1 Convertible",13.3,3200,1800,"4K",276,1,"Intel"," Core i5 6260U ",1.8,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 540","windows",1.3,63883.0,"upper_mid_range"
756,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7300HQ ",2.5,"Core i5","Performance",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1050","windows",2.2,58555.0,"upper_mid_range"
757,"HP","Workstation",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",8,"SSD",256,0,"Nvidia"," Quadro M1000M","windows",2.59,83170.0,"premium"
758,"Dell","Gaming",15.6,3840,2160,"4K",282,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1070","windows",4.42,152860.0,"ultra_premium"
759,"Acer","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"SSD",256,0,"Intel"," HD Graphics 620","windows",2.1,31915.0,"budget"
760,"Lenovo","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1050","windows",2.5,55837.0,"upper_mid_range"
761,"Dell","Ultrabook",12.5,1920,1080,"Full HD",176,0,"Intel"," Core i7 7600U ",2.8,"Core i7","Elite",16,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.18,99048.0,"premium"
762,"Google","Ultrabook",12.3,2400,1600,"2K",235,1,"Intel"," Core i5 7Y57 ",1.2,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 615","other",1.1,83064.0,"premium"
763,"Asus","Ultrabook",13.3,3200,1800,"4K",276,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.2,60153.0,"upper_mid_range"
764,"Dell","Notebook",13.3,1366,768,"HD",118,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",500,0,"Intel"," HD Graphics 520","windows",1.65,45235.0,"mid_range"
765,"Acer","Notebook",13.3,1366,768,"HD",118,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",4,"SSD",128,0,"Intel"," HD Graphics 520","windows",1.6,34898.0,"mid_range"
766,"Asus","Notebook",17.3,1366,768,"HD",91,0,"Intel"," Pentium Quad Core N4200 ",1.1,"Pentium","Standard",4,"HDD",1024,0,"Nvidia"," GeForce 920MX","windows",2.8,25060.0,"budget"
767,"Dell","Gaming",15.6,3840,2160,"4K",282,1,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",16,"Hybrid",128,1024,"Nvidia"," GeForce GTX 960M","windows",2.72,58555.0,"upper_mid_range"
768,"Samsung","Ultrabook",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.31,85195.0,"premium"
769,"Acer","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Pentium Quad Core N4200 ",1.1,"Pentium","Standard",4,"HDD",1024,0,"Intel"," HD Graphics 505","linux",2.1,15877.0,"budget"
770,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",16,"SSD",256,0,"AMD"," Radeon R7 M445","windows",2.3,62938.0,"upper_mid_range"
771,"Samsung","2 in 1 Convertible",15.0,1920,1080,"Full HD",147,1,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",16,"SSD",256,0,"AMD"," Radeon 540","windows",1.71,95851.0,"premium"
772,"Toshiba","Notebook",14.0,1366,768,"HD",112,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",4,"SSD",128,0,"Intel"," HD Graphics 520","windows",1.75,54346.0,"upper_mid_range"
773,"Dell","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"HDD",1024,0,"Nvidia"," GeForce GTX 1050","windows",2.62,58555.0,"upper_mid_range"
775,"Asus","2 in 1 Convertible",15.6,1920,1080,"Full HD",141,1,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",12,"HDD",2048,0,"Nvidia"," GeForce 940MX","windows",2.3,44702.0,"mid_range"
776,"Lenovo","Notebook",15.6,3840,2160,"4K",282,0,"Intel"," Core i7 6820HQ ",2.7,"Core i7","Elite",16,"SSD",512,0,"Nvidia"," Quadro M2000M","windows",2.5,126274.0,"premium"
777,"Acer","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i3 7100U ",2.4,"Core i3","Standard",4,"SSD",128,0,"Intel"," HD Graphics 620","windows",1.8,33886.0,"mid_range"
